GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 25.06 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,GESAMT Bestätigte ZAHL der Infektionsfälle (Crowdsourced) inc. Epidemiological,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1) Berechtigte,7-Tage Infektionen pro 100.000 Einwohner,Zwischenstand Geprüft,An COVID-19 gestorben,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),RKI Fälle,RKI Genesen,Tests,Cases inc. Epidemiological,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,RKI CHeck,Geschätzt,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Names,Tag vorher,Tag (noch nicht geupdated),Unnamed: 46
Prignitz,Landkreis,12070,31,0%,31,,https://www.landkreis-prignitz.de/de/aktuelles/index.php, 31,23/06/2020 13:00, 31,26.0, 41,,,,,https://www.landkreis-prignitz.de/de/aktuelles/corona.php,,0,,,"6,5",0,,26.0,30,,28,28,694.0,,19/05/2020,,https://twitter.com/lkprignitz,,"0,8387096774",26.0,26.0,,23/06/2020,12,1,https://www.landkreis-prignitz.de/de/aktuelles/corona.php,26,28,2
Spree-Neiße,Landkreis,12071,66,0%,66,,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html, 66,22/06/2020 00:00, 66,64.0, 7,,,,,https://www.lkspn.de/aktuelles/coronavirus/corona-statistik.html,,0,,,"1,7",0,,64.0,65,,66,63,,,,,,,"1,015873016",64.0,64.0,,22/06/2020,12,1,https://www.lkspn.de/aktuelles/coronavirus/corona-statistik.html,64,64,0
Teltow-Fläming,Landkreis,12072,164,0%,164,,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php, 165,23/06/2020 00:00, 165,136.0, 73,,,12.0,24/06/2020,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,Tatogga, 1,,,"7,7",0,,136.0,163,12.0,163,136,,,,,,,"0,9878787879",136.0,136.0,12.0,23/06/2020,12,1,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,151,152,1
Uckermark,Landkreis,12073,44,0%,44,,https://www.uckermark.de/index.phtml?mNavID=1897.1, 44,23/06/2020 08:00, 44,35.0,,,,2.0,,https://experience.arcgis.com/experience/331f51a39f3046208f355412190cb57b,,0,,,"3,3",0,,35.0,44,2.0,44,35,,,,,,,1,35.0,35.0,2.0,23.6.2020 08:00,12,0,https://www.uckermark.de/PDF/Zwei_weitere_positive_Befunde.PDF?ObjSvrID=2203&ObjID=3935&ObjLa=1&Ext=PDF&WTR=1&_ts=1592314403,40,40,0
Ludwigslust-Parchim,Landkreis,13076,90,0%,90,,https://www.kreis-lup.de/corona/, 90,23/06/2020 00:00, 90,79.0,,,,2.0,,https://www.kreis-lup.de/corona/,,0,,,"2,4",0,,79.0,89,2.0,89,79,1272.0,,23/04/2020,James,,,"0,9888888889",79.0,79.0,2.0,23/06/2020,13,1,https://www.kreis-lup.de/corona/,85,88,3
Mecklenburgische Seenplatte,Landkreis,13071,125,0%,125,,https://www.lk-mecklenburgische-seenplatte.de/Aktuelles/Presse/Informationen-zu-Corona, 125,23/06/2020 00:00, 125,122.0,,,,3.0,,https://www.lagus.mv-regierung.de/Gesundheit/InfektionsschutzPraevention/Daten-Corona-Pandemie,,0,,,"0,0",0,,122.0,125,3.0,125,122,,,,,,,1,122.0,122.0,3.0,23/06/2020,13,0,https://www.lagus.mv-regierung.de/Gesundheit/InfektionsschutzPraevention/Daten-Corona-Pandemie,125,125,0
Nordwestmecklenburg,Landkreis,13074,79,0%,79,,https://www.nordwestmecklenburg.de/de/corona.html, 80,23/06/2020 00:00, 80,77.0, 18,1.0,,1.0,24/06/2020,https://www.nordwestmecklenburg.de/de/corona.html,Tatogga, 1,,,"0,0",0,,77.0,79,1.0,79,78,2345.0,,16/06/2020,@Thal,,,"0,9748397436",77.0,77.0,1.0,23/06/2020,13,1,https://www.nordwestmecklenburg.de/de/corona.html,79,79,0
Rostock,Kreisfreie Stadt,13003,103,0%,103,,https://www.rostock.de/pandemie, 104,23/06/2020 00:00, 104,99.0,,,,2.0,24/06/2020,https://www.lagus.mv-regierung.de/Gesundheit/InfektionsschutzPraevention/Daten-Corona-Pandemie,Tatogga, 1,,,"0,5",0,,99.0,103,2.0,103,99,,,,,https://twitter.com/HROrathaus,,"0,9903846154",99.0,99.0,2.0,23/06/2020,13,1,https://www.lagus.mv-regierung.de/Gesundheit/InfektionsschutzPraevention/Daten-Corona-Pandemie,102,103,1
Rostock,Landkreis,13072,76,0%,76,,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html, 76,23/06/2020 00:00, 76,73.0,,,,3.0,,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,,0,,,"0,0",0,,73.0,76,3.0,76,73,,,,,https://twitter.com/kreis_rostock,,1,73.0,73.0,3.0,23/06/2020,13,0,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,76,76,0
Schwerin,Kreisfreie Stadt,13004,91,0%,91,,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/, 91,23/06/2020 13:00, 91,90.0,,,,0.0,,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,,0,,,"0,0",0,,90.0,91,0.0,91,91,,,,,,,"0,989010989",90.0,90.0,0.0,23/06/2020,13,0,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,91,91,0
Vorpommern-Greifswald,Landkreis,13075,139,0%,139,,https://www.facebook.com/kreis.vg/, 139,23/06/2020 00:00, 139,129.0,,,,7.0,,https://www.facebook.com/kreis.vg/,,0,,,"0,0",0,,129.0,139,7.0,139,131,,,,,,https://www.facebook.com/kreis.vg/,"0,9847328244",129.0,129.0,7.0,23/06/2020 00:00,13,0,https://www.facebook.com/kreis.vg/photos/a.109485817348745/149720566658603/,139,139,0
Vorpommern-Rügen,Landkreis,13073,92,0%,92,,https://www.lk-vr.de/Willkommen/Corona, 92,23/06/2020 09:00, 92,85.0,,,,2.0,,https://www.lk-vr.de/Willkommen/Corona,,0,,,"0,9",0,,85.0,91,2.0,90,83,,,,,,,"1,001833421",85.0,85.0,2.0,23.06.2020 09:00,13,1,https://www.lk-vr.de/Willkommen/Corona,90,90,0
Bautzen,Landkreis,14625,501,0%,501,,https://www.landkreis-bautzen.de/coronavirus.php, 501,23/06/2020 11:00, 501,480.0, 33,,,19.0,24.6.2020 11:00,https://www.landkreis-bautzen.de/corona-pandemie-im-landkreis-bautzen.php,@vitavonni,0,,,"0,3",0,,480.0,501,19.0,503,480,,,,,,,"1,003992016",480.0,480.0,19.0,23/06/2020,14,0,https://www.landkreis-bautzen.de/corona-pandemie-im-landkreis-bautzen.php,500,500,0
Chemnitz,Kreisfreie Stadt,14511,211,0%,211,,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html, 211,23/06/2020 14:00, 211,200.0,,0.0,,6.0,24.06.2020,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,Tatogga,0,,,"1,6",0,,200.0,210,6.0,210,200,,,,,,,"0,9952606635",200.0,200.0,6.0,23/06/2020,14,1,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,207,208,1
Dresden,Kreisfreie Stadt,14612,627,0%,627,,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php, 627,23/06/2020 12:00, 627,614.0,,,,10.0,24.06.2020,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,Tatogga,0,,,"0,4",0,,614.0,625,10.0,625,614,,,,,,,"0,9968102073",614.0,614.0,10.0,23.06.2020 12:00,14,1,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,625,625,0
Erzgebirgskreis,Landkreis,14521,558,0%,558,,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/, 558,22/06/2020 00:00, 558,505.0, 55,,,43.0,24.6.2020,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,Tatogga,0,,,"0,9",0,,505.0,558,43.0,558,511,,,,,,,"0,988258317",505.0,505.0,43.0,22/06/2020,14,0,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,555,555,0
Görlitz,Landkreis,14626,269,0%,269,,http://coronavirus.landkreis.gr/, 269,23/06/2020 09:00, 269,245.0, 1,,,23.0,24.06.2020,http://coronavirus.landkreis.gr/,Tatogga,0,,,"0,0",0,,245.0,269,23.0,269,246,,,,,,,"0,9959349593",245.0,245.0,23.0,23.06.2020 09:00,14,0,http://coronavirus.landkreis.gr/,269,269,0
Leipzig,Kreisfreie Stadt,14713,611,0%,611,,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/, 613,23/06/2020 00:00, 613,583.0, 155,1.0,0.0,12.0,24/06/2020,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/,Tatogga, 2,,,"2,7",0,,583.0,602,12.0,607,583,,,,,,,"0,9902120718",583.0,583.0,12.0,23/06/2020,14,1,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/,595,596,1
Leipzig,Landkreis,14729,195,0%,195,,https://www.landkreisleipzig.de/, 195,23/06/2020 00:00, 195,190.0, 31,,,4.0,24.6.2020,https://www.landkreisleipzig.de/pressemeldungen.html?pm_id=3970,Tatogga,0,,,"0,4",0,,190.0,194,4.0,195,190,,,,,,,1,190.0,190.0,4.0,23/06/2020,14,1,https://www.landkreisleipzig.de/pressemeldungen.html?pm_id=3960,194,194,0
Meißen,Landkreis,14627,240,0%,240,,http://www.kreis-meissen.org/index.html, 240,23/06/2020 00:00, 240,216.0, 17,2.0,,20.0,,http://www.kreis-meissen.org/16838.htm,,0,,,"-0,4",0,,216.0,240,20.0,240,218,,,,,,,"0,9908256881",216.0,216.0,20.0,23/06/2020,14,0,http://www.kreis-meissen.org/16803.htm,241,240,-1
Mittelsachsen,Landkreis,14522,298,0%,298,,https://www.landkreis-mittelsachsen.de/corona, 298,23/06/2020 00:00, 298,250.0,,,,9.0,24/06/2020,https://www.landkreis-mittelsachsen.de/corona.html,bandur,0,,,"12,1",0,,250.0,292,9.0,284,252,,,,,,,"0,9454564824",250.0,250.0,9.0,23/06/2020,14,1,https://www.landkreis-mittelsachsen.de/corona.html,261,262,1
Nordsachsen,Landkreis,14730,141,0%,141,,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus.html, 141,15/06/2020 00:00, 141,141.0, 9,,,,15/06/2020,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus-a-9236.html,,0,,,"0,0",0,,141.0,141,,142,141,,,,,,,"1,007092199",141.0,141.0,,15/06/2020,14,0,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus-a-9236.html,141,141,0
Sächsische Schweiz-Osterzgebirge,Landkreis,14628,389,0%,389,,https://www.landratsamt-pirna.de/coronavirus.html, 389,18/06/2020 00:00, 389,382.0,,24.0,,4.0,18/06/2020,https://www.landratsamt-pirna.de/51578.htm,,0,,,"0,0",0,,382.0,389,4.0,389,384,,,,,,https://www.facebook.com/landratsamt,"0,9947916667",382.0,382.0,4.0,18/06/2020,14,0,https://www.landratsamt-pirna.de/51552.htm,389,389,0
Vogtlandkreis,Landkreis,14523,506,0%,506,,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Aktuelle-Corona-F%C3%A4lle, 507,23/06/2020 00:00, 507,420.0,,,,22.0,24/06/2020,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Aktuelle-Corona-F%C3%A4lle,Tatogga, 1,,,"7,5",0,,420.0,503,22.0,503,461,,,,,,https://www.facebook.com/Vogtlandkreis-100891964842697,"0,9038750337",420.0,420.0,22.0,23/06/2020,14,1,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Aktuelle-Corona-F%C3%A4lle,489,492,3
Zwickau,Landkreis,14524,884,0%,884,,https://www.landkreis-zwickau.de/index.html, 884,23/06/2020 11:00, 884,825.0, 92,4.0,,51.0,24.06.2020,https://www.landkreis-zwickau.de/coronafallzahlen-landkreiszwickau,Tatogga,0,,,"1,6",0,,825.0,884,51.0,883,825,,,,,,https://www.facebook.com/svsoem,"0,9988687783",825.0,825.0,51.0,23.06.2020,14,0,https://www.landkreis-zwickau.de/coronafallzahlen-landkreiszwickau,879,881,2
Altmarkkreis Salzwedel,Landkreis,15081,34,0%,34,,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx, 34,23/06/2020 00:00, 34,32.0, 5,,,1.0,24/06/2020,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx,Tatogga,0,,,"0,0",0,,32.0,34,1.0,33,31,,,,,,,"1,001897533",32.0,32.0,1.0,23/06/2020,15,0,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx,34,34,0
Anhalt-Bitterfeld,Landkreis,15082,73,0%,73,,http://www.anhalt-bitterfeld.de/de/buergerservice/informationen-zum-coronavirus-pressemitteilungen-20024087.html, 73,08/06/2020 00:00, 73,69.0, 4,,,2.0,08/06/2020,http://www.anhalt-bitterfeld.de/de/buergerservice/informationen-zum-coronavirus-pressemitteilungen-20024087.html,nn,0,,,"0,0",0,,69.0,73,2.0,73,71,,,,,,,"0,9718309859",69.0,69.0,2.0,08/06/2020,15,0,http://www.anhalt-bitterfeld.de/de/buergerservice/informationen-zum-coronavirus-pressemitteilungen-20024087.html,73,73,0
Börde,Landkreis,15083,164,0%,164,,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/, 164,18/06/2020 00:00, 164,150.0,,,,13.0,18/06/2020,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,nn,0,,,"0,6",0,,150.0,164,13.0,164,150,,,,,,,1,150.0,150.0,13.0,18/06/2020,15,0,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,163,164,1
Burgenlandkreis,Landkreis,15084,119,0%,119,,https://corona.burgenlandkreis.de/de/coronanews/aktuelles-zum-corona-virus.html, 119,23/06/2020 00:00, 119,114.0, 9,,,2.0,23/06/2020,https://corona.burgenlandkreis.de/de/coronanews/aktuelles-zum-corona-virus.html,nn,0,,,"0,0",0,,114.0,119,2.0,119,114,2595.0,,22/05/2020,James,,https://www.facebook.com/burgenlandkreis/,1,114.0,114.0,2.0,23/06/2020,15,0,https://corona.burgenlandkreis.de/de/coronanews/aktuelles-zum-corona-virus.html,119,119,0
Dessau-Roßlau,Kreisfreie Stadt,15001,67,0%,67,,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html, 67,08/06/2020 00:00, 67,65.0,,,,2.0,19/06/2020,https://www.facebook.com/Stadt.DessauRosslau/,bandur,0,Nachtrag (neuestes video) alle genesen,,"0,0",0,,64.0,67,2.0,66,64,,,,,,,"1,000466418",65.0,64.0,2.0,08/06/2020,15,0,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,67,67,0
Halle (Saale),Kreisfreie Stadt,15002,365,0%,365,,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334, 366,23/06/2020 00:00, 366,345.0,,2.0,2.0,12.0,24.06.2020 13:00,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,Tatogga, 1,,,"0,4",0,2.0,344.0,365,12.0,363,344,,,,,,,"0,9946864278",345.0,344.0,12.0,23.06.2020,15,1,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,364,364,0
Harz,Landkreis,15085,259,0%,259,,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219.html, 259,23/06/2020 00:00, 259,254.0, 22,1.0,,4.0,23/06/2020,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219.html,nn,0,,,"0,5",0,,254.0,258,4.0,258,254,,,,,,,"0,9961389961",254.0,254.0,4.0,23/06/2020,15,1,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219.html,258,258,0
Jerichower Land,Landkreis,15086,33,0%,33,,https://www.lkjl.de/de/corona-fallzahlen.html, 33,22/06/2020 00:00, 33,31.0, 7,,,2.0,22/06/2020,https://www.lkjl.de/de/detailseite/aktuelle-zahlen-zum-corona-virus-stand-15062020-1330-uhr-20015103.html,nn,0,,,"0,0",0,,31.0,33,2.0,33,31,,,,,,,1,31.0,31.0,2.0,22/06/2020,15,0,https://www.lkjl.de/de/detailseite/aktuelle-zahlen-zum-corona-virus-stand-15062020-1330-uhr-20015103.html,33,33,0
Magdeburg,Kreisfreie Stadt,15003,227,0%,227,,http://magdeburg.de/Start/B%C3%BCrger-Stadt/Aktuelles-Presse/Coronavirus-Covid-19, 228,23/06/2020 00:00, 228,115.0, 150,,,2.0,24.06.2020,https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,bandur, 1,,,"28,9",0,,115.0,219,2.0,224,125,,,,,,,"0,9038596491",115.0,115.0,2.0,23.06.2020,15,1,https://www.magdeburg.de/Start/index.php?NavID=37.459.1&object=tx|37.23377.1&La=1&,158,186,28
Mansfeld-Südharz,Landkreis,15087,54,0%,54,,https://www.mansfeldsuedharz.de/de/meldungen/landkreis.html, 54,17/06/2020 00:00, 54,50.0, 34,,,2.0,17/06/2020,https://www.facebook.com/mansfeldsuedharz.de/photos/a.368455763203262/2960569103991902/,nn,0,,,"0,0",0,,50.0,54,2.0,54,50,,,,,,https://www.facebook.com/mansfeldsuedharz.de/,1,50.0,50.0,2.0,17/06/2020,15,0,https://www.facebook.com/mansfeldsuedharz.de/photos/a.368455763203262/2960569103991902/,54,54,0
Saalekreis,Landkreis,15088,134,0%,134,,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html, 134,23/06/2020 15:30, 134,123.0, 28,4.0,,7.0,24.06.2020,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,Tatogga,0,,,"1,6",0,,123.0,131,7.0,133,122,,,,,,,"1,000672865",123.0,123.0,7.0,23/06/2020,15,1,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,131,131,0
Salzlandkreis,Landkreis,15089,68,0%,68,,https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/#Zah, 68,23/06/2020 15:30, 68,68.0, 16,,,,24.06.2020,https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/#Zah,Tatogga,0,,,"0,0",0,,68.0,68,,68,68,,,,,,,1,68.0,68.0,,23/06/2020,15,0,https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/#Zah,68,68,0
Stendal,Landkreis,15090,107,0%,107,,http://www.landkreis-stendal.de/de/coronavirus.html, 107,23/06/2020 00:00, 107,100.0,,,,6.0,24/06/2020,http://www.landkreis-stendal.de/de/coronavirus.html,Tatogga,0,,,"0,0",0,,100.0,107,6.0,107,101,,,,,,,"0,9900990099",100.0,100.0,6.0,23/06/2020,15,0,http://www.landkreis-stendal.de/de/coronavirus.html,107,107,0
Wittenberg,Landkreis,15091,158,0%,158,,https://www.landkreis-wittenberg.de/de/aktuelles/informationen-zum-coronavirus.html, 158,22/06/2020 00:00, 158,151.0,,,,3.0,22/06/2020,https://www.landkreis-wittenberg.de/de/aktuelles/informationen-zum-coronavirus.html,nn,0,,,"2,4",0,,151.0,155,3.0,156,151,,,,,,,"0,9873417722",151.0,151.0,3.0,22/06/2020,15,1,https://www.landkreis-wittenberg.de/de/aktuelles/informationen-zum-coronavirus.html,155,155,0
Altenburger Land,Landkreis,16077,75,0%,75,,https://www.altenburgerland.de/sixcms/detail.php?&_nav_id1=2508&_lang=de&id=371691, 75,19/06/2020 00:00, 75,70.0,,,,4.0,19/06/2020,https://www.altenburgerland.de/sixcms/detail.php?&_nav_id1=2508&_lang=de&id=371691,nn,0,,,"0,0",0,,70.0,75,4.0,75,71,,,,,,,"0,985915493",70.0,70.0,4.0,19/06/2020,16,0,https://www.altenburgerland.de/sixcms/detail.php?&_nav_id1=2508&_lang=de&id=371691,75,75,0
Eichsfeld,Landkreis,16061,159,0%,159,,https://www.kreis-eic.de/pressemitteilungen.html, 159,23/06/2020 08:00, 159,148.0,,1.0,,10.0,24.06.2020,https://www.kreis-eic.de/aktuelle-fallzahlen-im-landkreis-eichsfeld.html,bandur,0,,,"0,0",0,,145.0,159,10.0,159,148,,,,,,,1,148.0,145.0,10.0,23.06.2020,16,0,https://www.kreis-eic.de/aktuelle-fallzahlen-im-landkreis-eichsfeld.html,159,159,0
Eisenach,Kreisfreie Stadt,16056,31,0%,31,,https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus, 31,23/06/2020 13:46, 31,26.0,,,,3.0,24.06.2020,https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus,Tatogga,0,,,"2,4",0,,26.0,30,3.0,30,26,,,,,,,"0,9677419355",26.0,26.0,3.0,23.06.2020,16,1,https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus,30,30,0
Erfurt,Kreisfreie Stadt,16051,139,0%,139,,https://www.erfurt.de/ef/de/service/aktuelles/am/index.itl, 139,19/06/2020 00:00, 139,136.0,,,,2.0,19/06/2020,https://www.erfurt.de/ef/de/service/aktuelles/topthemen/2020/134840.html#slot_100_27,nn,0,,,"0,0",0,,136.0,139,2.0,139,136,,,,,,,1,136.0,136.0,2.0,19.06.2020,16,0,https://www.erfurt.de/ef/de/service/aktuelles/topthemen/2020/134840.html#slot_100_27,139,139,0
Gera,Kreisfreie Stadt,16052,254,0%,254,,https://corona.gera.de/, 254,23/06/2020 08:00, 254,232.0,,,,19.0,24.06.2020,https://unser.gera.de/corona/,Tatogga,0,,,"1,1",0,,232.0,254,19.0,254,231,,,,,,,"1,004329004",232.0,232.0,19.0,23/06/2020,16,0,https://unser.gera.de/corona/,253,254,1
Gotha,Landkreis,16067,313,0%,313,,https://www.landkreis-gotha.de/, 313,23/06/2020 00:00, 313,276.0,,,,30.0,23/06/2020,https://www.landkreis-gotha.de/,nn,0,,,"2,2",0,,276.0,311,30.0,311,277,,,,,,,"0,9900231831",276.0,276.0,30.0,23/06/2020,16,1,https://www.landkreis-gotha.de/,310,311,1
Greiz,Landkreis,16076,664,0%,664,,https://www.landkreis-greiz.de/landkreis-greiz/aktuell/, 664,23/06/2020 10:00, 664,541.0,,,,48.0,24.06.2020,https://www.landkreis-greiz.de/landkreis-greiz/aktuell/nachrichten-details/?tx_ttnews%5Btt_news%5D=224&cHash=74595518f951c32f22d04b7591d643fe,Tatogga,0,,,"5,1",0,,535.0,664,48.0,664,586,,,,,,,"0,9232081911",541.0,535.0,48.0,23.06.2020,16,0,https://www.landkreis-greiz.de/landkreis-greiz/aktuell/nachrichten-details/?tx_ttnews%5Btt_news%5D=224&cHash=74595518f951c32f22d04b7591d643fe,659,662,3
Hildburghausen,Landkreis,16069,69,0%,69,,https://www.landkreis-hildburghausen.de/Aktuelles-zu-Covid-19/Aktuelles-zu-Covid-19-im-Landkreis/Aktuelle-Meldungen-aus-dem-Landkreis, 70,23/06/2020 00:00, 70,54.0,,,,1.0,24.06.2020,https://corona.thueringen.de/bulletin,bandur, 1,,,"9,4",0,,54.0,69,1.0,69,54,,,,,,,"0,9857142857",54.0,54.0,1.0,23/06/2020,16,1,"https://www.landkreis-hildburghausen.de/Aktuelles-Covid-19/Aktuelles-zu-Covid-19-im-Landkreis/Aktuelle-Meldungen-aus-dem-Landkreis/16-06-2020-Aktuelle-Fallzahlen-Covid-19-im-Landkreis-Hildburghausen.php?object=tx,2902.5&ModID=7&FID=2902.1613.1&NavID=2902.138&La=1",63,65,2
Ilm-Kreis,Landkreis,16070,136,0%,136,,https://www.ilm-kreis.de/, 136,23/06/2020 00:00, 136,130.0,,0.0,0.0,6.0,24/06/2020,"https://www.ilm-kreis.de/Landkreis/Ver%C3%B6ffentlichungen/Pressearchiv/Aktuelle-Fallzahlen-im-Ilm-Kreis-19-6-2020.php?object=tx,2778.5.1&ModID=7&FID=2778.2457.1&NavID=2778.25&La=1",Tatogga,0,,,"0,0",0,,130.0,136,6.0,135,129,,,,,,,"1,000341997",130.0,130.0,6.0,23/06/2020,16,0,"https://www.ilm-kreis.de/Landkreis/Ver%C3%B6ffentlichungen/Pressearchiv/Aktuelle-Fallzahlen-im-Ilm-Kreis-16-6-2020.php?object=tx,2778.5.1&ModID=7&FID=2778.2417.1&NavID=2778.25&La=1",136,136,0
Jena,Kreisfreie Stadt,16053,161,0%,161,,https://gesundheit.jena.de/de/coronavirus, 161,23/06/2020 00:00, 161,157.0,,0.0,0.0,3.0,24/06/2020,https://gesundheit.jena.de/de/coronavirus,Tatogga,0,,,"0,0",0,,157.0,161,3.0,161,157,,,,,,,1,157.0,157.0,3.0,23/06/2020,16,0,https://gesundheit.jena.de/de/coronavirus,161,161,0
Kyffhäuserkreis,Landkreis,16065,52,0%,52,,https://www.kyffhaeuser.de/kyf/index.php/buergerservice.html, 52,23/06/2020 13:00, 52,45.0, 97,0.0,,0.0,24.06.2020,https://www.kyffhaeuser.de/kyf/index.php/buergerservice.html,Tatogga,0,,,"5,3",0,,45.0,50,0.0,52,45,,,,,,,1,45.0,45.0,0.0,23/06/2020,16,1,https://www.kyffhaeuser.de/kyf/index.php/buergerservice.html?file=tl_files/download/Infomaterial/corona/2020-06-16%20PM%20Zahlen%20Info%20Musteranzeige.pdf,48,48,0
Nordhausen,Landkreis,16062,66,0%,66,,https://www.landratsamt-nordhausen.de/informationen-coronavirus.html, 66,23/06/2020 00:00, 66,57.0,,,,2.0,23.06.2020,https://www.landratsamt-nordhausen.de/informationen-coronavirus.html,nn,0,,,"1,2",0,,57.0,66,2.0,66,61,,,,,,https://www.facebook.com/landkreisnordhausen,"0,9344262295",57.0,57.0,2.0,23/06/2020,16,0,https://www.landratsamt-nordhausen.de/informationen-coronavirus.html,65,65,0
