GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 25.06 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,GESAMT Bestätigte ZAHL der Infektionsfälle (Crowdsourced) inc. Epidemiological,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1) Berechtigte,7-Tage Infektionen pro 100.000 Einwohner,Zwischenstand Geprüft,An COVID-19 gestorben,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),RKI Fälle,RKI Genesen,Tests,Cases inc. Epidemiological,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,RKI CHeck,Geschätzt,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Names,Tag vorher,Tag (noch nicht geupdated),Unnamed: 46
Regensburg,Landkreis,9375,505,0%,505,,https://www.landkreis-regensburg.de/unser-landkreis/aktuelles/coronavirus/, 505,23/06/2020 00:00, 505,486.0,,,,15.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"2,1",0,,486.0,499,15.0,505,486,,,,,,,1,486.0,486.0,15.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,501,501,0
Rhön-Grabfeld,Landkreis,9673,195,0%,195,,https://www.rhoen-grabfeld.de/Aktuell/Aktuelles, 195,17/06/2020 00:00, 195,183.0,,5.0,,6.0,17/06/2020,https://www.rhoen-grabfeld.de/Aktuell/Aktuelles,,0,,,"0,0",0,,183.0,195,6.0,195,187,,,,,,,"0,9786096257",183.0,183.0,6.0,17/06/2020,9,0,https://www.rhoen-grabfeld.de/Aktuell/Aktuelles,195,195,0
Rosenheim,Kreisfreie Stadt,9163,515,0%,515,,https://rosenheim.de/aktuell-rathaus/stadt-und-landkreis-rosenheim-aktuelle-informationen-zum-corona-virus.html, 515,23/06/2020 00:00, 515,355.0,,,,23.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"3,2",0,,355.0,514,23.0,515,486,,,,,,,"0,7304526749",355.0,355.0,23.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,513,513,0
Rosenheim,Landkreis,9187,2287,0%,2287,,https://www.landkreis-rosenheim.de/Default.asp?rq_AppGuid=D53E3617FFC7C16729E9ABD3CE049BFAE5B2C888&rq_TargetPageGuid=868C21C44B5C21E6A7E5D94015AA8043B75FFA61&rq_RecId=33363736&rq_MenuGuid=81E6AF0753F9AC2FE91C86253937F9D94C472C26&rq_TemplateKey=73746167655F6170706D61696E&rq_Lang=de#{1}%7B1%7D,2 287,23/06/2020 00:00,2 287,1732.0,,21.0,1.0,194.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"0,8",0,,1732.0,2285,194.0,2287,2080,,,,,,,"0,8326923077",1732.0,1732.0,194.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,2285,2285,0
Roth,Landkreis,9576,284,0%,284,,https://www.landratsamt-roth.de/, 284,23/06/2020 14:00, 284,274.0, 3,0.0,,7.0,,https://www.landratsamt-roth.de/news/corona:-die-aktuellen-zahlen,,0,,,"-2,4",0,,274.0,287,7.0,282,274,,,,,,,"0,9929577465",274.0,274.0,7.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,287,287,0
Rottal-Inn,Landkreis,9277,734,0%,734,,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/, 734,22/06/2020 00:00, 734,686.0,,,,48.0,,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/,,0,,,"0,0",0,,686.0,734,48.0,733,685,,,,,,,"1,000095467",686.0,686.0,48.0,22/06/2020,9,0,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/,734,734,0
Schwabach,Kreisfreie Stadt,9565,80,0%,80,,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm, 80,23/06/2020 10:00, 80,77.0,,,,2.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"2,5",0,,77.0,79,2.0,79,77,,,,,,,"0,9875",77.0,77.0,2.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,79,79,0
Schwandorf,Landkreis,9376,508,0%,508,,https://www.landkreis-schwandorf.de/index.php?object=tx%7C1901.64&ModID=255&FID=1901.15309.1&&mNavID=1.100&La=1, 508,23/06/2020 00:00, 508,485.0,,2.0,,19.0,,https://corona.landkreis-schwandorf.de/2020/06/19/19-06-2020-fuenfzehn-tage-ohne-neue-infektion/,,0,,,"0,0",0,,485.0,508,19.0,507,487,,,,,,,"0,9939328041",485.0,485.0,19.0,23/06/2020,9,0,https://corona.landkreis-schwandorf.de/2020/06/17/17-06-2020-dreizehn-tage-ohne-neue-infektion/,508,508,0
Schweinfurt,Kreisfreie Stadt,9662,181,0%,181,,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c, 181,17/06/2020 00:00, 181,164.0, 4,,,17.0,17/06/2020,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,,0,,,"0,0",0,,164.0,181,17.0,180,160,,,,,,,"1,019337017",164.0,164.0,17.0,17/06/2020,9,0,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,181,181,0
Schweinfurt,Landkreis,9678,523,0%,523,,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c, 523,17/06/2020 00:00, 523,485.0, 44,2.0,,25.0,17/06/2020,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,,0,,,"0,9",0,,485.0,523,25.0,518,489,,,,,,,"0,9823380137",485.0,485.0,25.0,17/06/2020,9,0,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,522,523,1
Starnberg,Landkreis,9188,559,0%,559,,https://www.lk-starnberg.de/B%C3%BCrgerservice/Gesundheit-und-Krankheit/Coronavirus-Informationen-Fragen-und-Antworten/Infektionszahlen-und-weitere-Daten-zum-Coronavirus, 559,23/06/2020 00:00, 559,530.0, 58,4.0,3.0,14.0,,https://www.lk-starnberg.de/B%C3%BCrgerservice/Gesundheit-und-Krankheit/Coronavirus-Informationen-Fragen-und-Antworten/Infektionszahlen-und-weitere-Daten-zum-Coronavirus,,0,,,"0,7",0,,530.0,559,14.0,540,526,,,,,,,"0,9733568227",530.0,530.0,14.0,23.06.2020,9,0,https://www.lk-starnberg.de/B%C3%BCrgerservice/Gesundheit-und-Krankheit/Coronavirus-Informationen-Fragen-und-Antworten/Infektionszahlen-und-weitere-Daten-zum-Coronavirus,558,558,0
Straubing,Kreisfreie Stadt,9263,420,0%,420,,https://www.coronainfo-straubing.de/index.html, 420,20/06/2020 00:06, 420,369.0,,,,48.0,20/06/2020,https://www.facebook.com/stadt.straubing/photos/a.129712097066237/3042099709160780/?type=3&theater,,0,,,"4,2",0,,369.0,420,48.0,428,377,,,,,,,"0,9974232664",369.0,369.0,48.0,20/06/2020,9,0,https://www.facebook.com/stadt.straubing/photos/a.129712097066237/3030287760341975/?type=3&theater,418,418,0
Straubing-Bogen,Landkreis,9278,501,0%,501,,https://www.landkreis-straubing-bogen.de/buergerservice/informationen-zum-corona-virus/, 501,20/06/2020 00:06, 501,470.0,,7.0,,29.0,20/06/2020,https://www.facebook.com/stadt.straubing/photos/a.129712097066237/3042099709160780/?type=3&theater,,0,,,"2,0",0,,470.0,501,29.0,548,517,,,,,,,"0,9943748866",470.0,470.0,29.0,20/06/2020,9,0,https://www.facebook.com/stadt.straubing/photos/a.129712097066237/3030287760341975/?type=3&theater,499,500,1
Tirschenreuth,Landkreis,9377,1140,0%,1140,,https://www.kreis-tir.de/buergerservice/aktuelles/,1 138,19/06/2020 00:00,1 138,996.0,,,,138.0,24/06/2020,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-virus-aktuelle-zahlen-fuer-den-landkreis-tirschenreuth/,bandur,- 2,,,"-1,4",0,122.0,991.0,1140,137.0,1136,997,,,,,,,"0,9972412845",996.0,991.0,137.0,19/06/2020,9,1,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-virus-aktuelle-zahlen-fuer-den-landkreis-tirschenreuth/,1141,1141,0
Traunstein,Landkreis,9189,1331,0%,1331,,https://www.traunstein.com/aktuelles,1 331,23/06/2020 00:00,1 331,1177.0, 132,2.0,1.0,88.0,,https://www.traunstein.com/sites/default/files/aktuelles/Coronavirus_Zusammenfassung.pdf,,0,,,"2,8",0,,1177.0,1328,88.0,1324,1227,,,,,,,"0,9542053116",1177.0,1177.0,88.0,23.06.2020,9,1,https://www.traunstein.com/aktuelles/meldungen/79-aktive-corona-faelle-im-landkreis-traunstein,1326,1326,0
Unterallgäu,Landkreis,9778,271,0%,271,,https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html, 271,23/06/2020 00:00, 271,256.0,,,,14.0,,https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html,,0,,,"0,0",0,,256.0,271,14.0,271,257,,,,,,,"0,9961089494",256.0,256.0,14.0,23.06.2020,9,0,https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html,271,271,0
Weiden i.d. OPf.,Kreisfreie Stadt,9363,337,0%,337,,https://www.weiden.de/stadt/willkommen/aktuelles, 337,23/06/2020 10:00, 337,303.0,,,,20.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"7,1",0,,303.0,337,20.0,337,309,,,,,,,"0,9805825243",303.0,303.0,20.0,23.06.2020,9,0,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,334,336,2
Weilheim-Schongau,Landkreis,9190,355,0%,355,,https://www.weilheim-schongau.de/aktuelles/aktuelle-meldungen/, 355,22/06/2020 00:00, 355,345.0,,,,3.0,,https://www.weilheim-schongau.de/aktuelles/aktuelle-meldungen/,,0,,,"2,2",0,,345.0,355,3.0,355,349,,,,,,,"0,9885386819",345.0,345.0,3.0,22/06/2020,9,0,https://www.weilheim-schongau.de/aktuelles/aktuelle-meldungen/pressemitteilung-nr-1252020/,352,353,1
Weißenburg-Gunzenhausen,Landkreis,9577,332,0%,332,,https://www.landkreis-wug.de/gesundheit/coronavirus/, 386,23/06/2020 10:00, 332,304.0,,,,25.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"1,1",0,,304.0,332,25.0,332,306,,,,,,,"0,9934640523",304.0,304.0,25.0,23.06.2020,9,0,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,331,332,1
Wunsiedel i. Fichtelgebirge,Landkreis,9479,660,0%,660,,https://www.landkreis-wunsiedel.de/buergerservice/aktuelle-informationen-zum-coronavirus-sars-cov-2, 660,23/06/2020 00:00, 660,612.0,,,,39.0,,https://www.landkreis-wunsiedel.de/buergerservice/aktuelle-informationen-zum-coronavirus-sars-cov-2,,0,,,"2,7",0,,612.0,659,39.0,655,613,,,,,,,"0,9908052795",612.0,612.0,39.0,23.06.2020,9,1,https://www.landkreis-wunsiedel.de/buergerservice/aktuelle-informationen-zum-coronavirus-sars-cov-2,658,658,0
Würzburg,Kreisfreie Stadt,9663,471,0%,471,,https://www.wuerzburg.de/themen/gesundheit-soziales/coronavirus/index.html, 473,23/06/2020 00:00, 473,417.0,,,,52.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni, 2,Offenbar 2D verschoben,,"1,6",0,,417.0,470,50.0,470,417,,,,,,,"0,9936575053",417.0,417.0,50.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,469,469,0
Würzburg,Landkreis,9679,416,0%,416,,https://www.landkreis-wuerzburg.de/Auf-einen-Klick/Aktuelles, 414,23/06/2020 00:00, 414,401.0,,,,7.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,- 2,,,"0,6",0,,401.0,415,9.0,415,401,,,,,,,"1,002415459",401.0,401.0,9.0,23.06.2020,9,1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,415,415,0
Merzig-Wadern,Landkreis,10042,216,0%,216,,"https://www.merzig-wadern.de/Kurzmen%C3%BC/Startseite/-Newsticker-zum-Coronavirus-.php?object=tx,2875.5&ModID=7&FID=2875.1724.1&NavID=1918.1", 217,23/06/2020 00:00, 217,213.0,,,,2.0,24.06.2020,"https://www.merzig-wadern.de/Kurzmen%C3%BC/Startseite/-Newsticker-zum-Coronavirus-.php?object=tx,2875.5&ModID=7&FID=2875.1724.1&NavID=1918.1",bandur, 1,,,"1,0",0,,212.0,216,2.0,216,209,,,,,,,"1,014442264",213.0,212.0,2.0,23.06.2020,10,1,"https://www.merzig-wadern.de/Kurzmen%C3%BC/Startseite/-Newsticker-zum-Coronavirus-.php?object=tx,2875.5&ModID=7&FID=2875.1724.1&NavID=1918.1",215,216,1
Neunkirchen,Landkreis,10043,271,0%,271,,https://www.neunkirchen.de/index.php?id=corona, 271,23/06/2020 17:00, 271,251.0,,,,11.0,24.06.2020,https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,bandur,0,,,"0,8",0,,251.0,271,11.0,272,259,,,,,,,"0,972688028",251.0,251.0,11.0,23/06/2020,10,0,https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,270,270,0
Regionalverband Saarbrücken,Landkreis,10041,1204,0%,1204,,https://www.regionalverband-saarbruecken.de/corona/,1 204,23/06/2020 00:00,1 204,1088.0,,14.0,5.0,113.0,24.06.2020,https://www.regionalverband-saarbruecken.de/corona/,bandur,0,,,"0,0",0,110.0,1088.0,1204,113.0,1264,1148,,,,,https://twitter.com/rv_saarbruecken,,"0,9949645201",1088.0,1088.0,113.0,23/06/2020 00:00:00,10,0,https://twitter.com/rv_saarbruecken,1204,1205,1
Saarlouis,Landkreis,10044,556,0%,556,,https://www.kreis-saarlouis.de/Aktuelles/Corona-Ticker-Aktuelle-Lage.html?, 556,23/06/2020 16:30, 556,524.0,,,,23.0,24.06.2020,https://www.kreis-saarlouis.de/Aktuelles/Corona-Ticker-Aktuelle-Lage.html?,bandur,0,,,"2,0",0,,524.0,555,23.0,554,522,,,,,,,"1,000220513",524.0,524.0,23.0,23.06.2020 16:30,10,1,https://www.kreis-saarlouis.de/Aktuelles/Corona-Ticker-Aktuelle-Lage.html?,552,553,1
Saarpfalz-Kreis,Landkreis,10045,344,0%,344,,https://www.saarpfalz-kreis.de/leben-soziales-gesundheit/gesundheit/coronavirus, 344,23/06/2020 00:00, 344,324.0,,,,17.0,24.06.2020,https://www.saarpfalz-kreis.de/leben-soziales-gesundheit/gesundheit/coronavirus,bandur,0,,,"0,0",0,,324.0,344,17.0,302,284,,,,,,,"1,001555847",324.0,324.0,17.0,23/06/2020,10,0,https://www.saarpfalz-kreis.de/leben-soziales-gesundheit/gesundheit/coronavirus,344,344,0
St. Wendel,Landkreis,10046,170,0%,170,,https://www.landkreis-st-wendel.de/der-landkreis/landratsamt/aktuelle-meldungen/, 170,23/06/2020 17:00, 170,161.0,,,,5.0,24.06.2020,https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,bandur,0,,,"1,1",0,,161.0,170,5.0,170,163,,,,,,,"0,9877300613",161.0,161.0,5.0,23/06/2020,10,0,https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,169,170,1
Berlin,Kreisfreie Stadt,11000,7974,1%,8020,7832.0,https://www.berlin.de/sen/gpg/service/presse/2020/,8 020,24/06/2020 00:00,8 020,7032.0,,120.0,35.0,212.0,24.06.2020,https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.950147.php,bandur, 46,C8020 G7032 S120 I35 D212 checked 19:50,@helenawittlich,"15,0",1,,7032.0,7832,212.0,7914,6945,,,,,,,"0,9991444714",7032.0,6961.0,211.0,23.06.2020 00:00,11,1,https://www.berlin.de/lageso/gesundheit/infektionsepidemiologie-infektionsschutz/corona/tabelle-bezirke/,7401,7474,73
Barnim,Landkreis,12060,429,0%,430,,https://www.barnim.de/leben-in-barnim/gesundheit/coronavirus.html, 430,23/06/2020 23:59, 430,381.0, 30,,,29.0,23.6.2020 23:59,https://covid19.barnim.de/fileadmin/portal/corona/Lagebericht/2020-06-24_Lagebericht_Corona-Homepage.pdf,@vitavonni, 1,C430 G381 D29 checked 14:32,@helenawittlich,"5,5",1,,381.0,427,29.0,427,384,,,,,,,"0,9852652616",381.0,380.0,29.0,22/06/2020,12,1,https://covid19.barnim.de/fileadmin/portal/corona/Lagebericht/2020-06-17_Lagebericht_Corona-Homepage.pdf,418,420,2
Brandenburg an der Havel,Kreisfreie Stadt,12051,65,0%,65,,https://www.stadt-brandenburg.de/leben/gesundheit/coronavirus-ncov/, 65,23/06/2020 14:00, 65,60.0, 21,,,1.0,,https://www.stadt-brandenburg.de/leben/gesundheit/coronavirus-ncov/,,0,,,"0,0",0,,60.0,65,1.0,65,61,,,,,,,"0,9836065574",60.0,60.0,1.0,23.06.2020 14:00,12,0,https://www.stadt-brandenburg.de/leben/gesundheit/coronavirus-ncov/,65,65,0
Cottbus,Kreisfreie Stadt,12052,39,0%,39,,http://www.cottbus.de/verwaltung/gb_iii/gesundheit/coronavirus_covid-19_sars-cov-2.html, 39,23/06/2020 00:00, 39,39.0,,,,,,http://www.cottbus.de/verwaltung/gb_iii/gesundheit/corona/index.html,,0,,,"0,0",0,,39.0,39,,39,39,,,,,,,1,39.0,39.0,,23/06/2020,12,0,http://www.cottbus.de/verwaltung/gb_iii/gesundheit/corona/index.html,39,39,0
Dahme-Spreewald,Landkreis,12061,256,0%,256,,https://www.dahme-spreewald.info/de/Politik_&_Verwaltung/Verwaltungsstruktur/Dezernat_fuer_Soziales_Jugend_Gesundheit_und_Kultur/Gesundheitsamt/Coronavirus/58651.html, 256,23/06/2020 00:00, 256,245.0,,0.0,,8.0,24/06/2020,https://www.dahme-spreewald.info/de/Politik_&_Verwaltung/Verwaltungsstruktur/Dezernat_fuer_Soziales_Jugend_Gesundheit_und_Kultur/Gesundheitsamt/Coronavirus/58651.html,Tatogga,0,,,"0,6",0,,244.0,255,8.0,252,238,,,,,,,"1,013327206",245.0,244.0,8.0,23/06/2020,12,1,https://www.dahme-spreewald.info/de/Politik_&_Verwaltung/Verwaltungsstruktur/Dezernat_fuer_Soziales_Jugend_Gesundheit_und_Kultur/Gesundheitsamt/Coronavirus/58651.html,255,255,0
Elbe-Elster,Landkreis,12062,80,0%,80,,https://www.lkee.de/Aktuelles-Kreistag/Pressemitteilungen, 80,23/06/2020 08:00, 80,74.0,,,,3.0,,https://experience.arcgis.com/experience/331f51a39f3046208f355412190cb57b,,0,,,"0,0",0,,74.0,80,3.0,80,75,,,,,,,"0,9866666667",74.0,74.0,3.0,23.6.2020 08:00,12,0,https://experience.arcgis.com/experience/331f51a39f3046208f355412190cb57b,80,80,0
Frankfurt (Oder),Kreisfreie Stadt,12053,31,0%,31,,https://www.frankfurt-oder.de/PDF/Fallzahlen_zu_COVID_19_f%C3%BCr_Frankfurt_Oder_KW_13_22.PDF?ObjSvrID=2616&ObjID=8199&ObjLa=1&Ext=PDF&WTR=1&_ts=1590392654, 31,22/06/2020 00:00, 31,30.0, 11,,,,24/06/2020,https://www.frankfurt-oder.de/PDF/Fallzahlen_zu_COVID_19_f%C3%BCr_Frankfurt_Oder_KW_13_22.PDF?ObjSvrID=2616&ObjID=8199&ObjLa=1&Ext=PDF&WTR=1&_ts=1590392654,Tatogga,0,,,"1,7",0,,30.0,31,,31,30,,,,,,,1,30.0,30.0,,22/06/2020,12,0,https://www.frankfurt-oder.de/PDF/Fallzahlen_zu_COVID_19_f%C3%BCr_Frankfurt_Oder_KW_13_22.PDF?ObjSvrID=2616&ObjID=8199&ObjLa=1&Ext=PDF&WTR=1&_ts=1590392654,30,30,0
Havelland,Landkreis,12063,184,0%,184,,https://www.havelland.de/coronavirus/, 186,22/06/2020 00:00, 186,165.0,,,,6.0,24/06/2020,https://www.havelland.de/coronavirus/,Tatogga, 2,,,"8,0",0,,165.0,184,6.0,185,167,,,,,,,"0,9827119954",165.0,165.0,6.0,22/06/2020,12,1,https://www.havelland.de/coronavirus/,171,173,2
Märkisch-Oderland,Landkreis,12064,210,0%,210,,https://www.maerkisch-oderland.de/de/aktuelle-lageberichte.html, 210,22/06/2020 00:00, 210,201.0, 14,,,4.0,,"https://www.maerkisch-oderland.de/de/datei/anzeigen/id/20909,1249/lagebericht_58_lk_mol_22.06.2020.pdf",,0,,,"0,5",0,,201.0,209,4.0,240,231,,,,,,,"0,9944341373",201.0,201.0,4.0,22/06/2020,12,1,https://www.maerkisch-oderland.de/de/aktuelle-lageberichte.html,209,209,0
Oberhavel,Landkreis,12065,322,0%,322,,https://www.oberhavel.de/B%C3%BCrgerservice/Gesundheit/Aktuelles-zum-Coronavirus, 324,18/06/2020 00:00, 324,309.0, 6,4.0,,9.0,24/06/2020,"https://www.oberhavel.de/B%C3%BCrgerservice/Gesundheit/Aktuelles-zum-Coronavirus/Coronavirus-Aktuelle-Lage-in-Oberhavel.php?object=tx,2244.1&ModID=7&FID=2244.50669.1&NavID=2244.6824&La=1",Tatogga, 2,,,"0,0",0,,303.0,322,9.0,320,308,,,,,,,"0,9908609909",309.0,303.0,9.0,18/06/2020,12,1,"https://www.oberhavel.de/B%C3%BCrgerservice/Gesundheit/Aktuelles-zum-Coronavirus/Coronavirus-Aktuelle-Lage-in-Oberhavel.php?object=tx,2244.1&ModID=7&FID=2244.50609.1&NavID=2244.6824&La=1",322,322,0
Oberspreewald-Lausitz,Landkreis,12066,52,0%,52,,http://www.osl-online.de/news/index.php?rubrik=1, 52,12/06/2020 00:00, 52,49.0, 9,,,2.0,12/06/2020,https://www.osl-online.de/news/1/579505/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz.html,,0,,,"0,0",0,,49.0,52,2.0,52,48,,,,,,,"1,020833333",49.0,49.0,2.0,12/06/2020,12,0,https://www.osl-online.de/news/1/579505/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz.html,52,52,0
Oder-Spree,Landkreis,12067,143,0%,143,,https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus, 143,22/06/2020 00:00, 143,133.0,,,,2.0,,"https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus/Coronavirus-Hotline-des-Landkreises-weiter-montags-bis-freitags-erreichbar.php?object=tx,2426.5.1&ModID=7&FID=2689.2892.1&NavID=2689.190&La=1&call=suche",,0,,,"0,6",0,,133.0,142,2.0,141,134,,,,,,,"0,9786556727",133.0,133.0,2.0,22/06/2020,12,1,"https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus/Update-der-Coronavirus-F%C3%A4lle-im-Landkreis.php?object=tx,2426.5.1&ModID=7&FID=2689.2869.1&NavID=2689.190&La=1&call=suche",142,142,0
Ostprignitz-Ruppin,Landkreis,12068,86,0%,86,,https://www.ostprignitz-ruppin.de/, 86,19/06/2020 00:00, 86,85.0,,,,,19/06/2020,https://www.ostprignitz-ruppin.de/,,0,,,"1,0",0,,85.0,86,,83,82,1075.0,,23/04/2020,James,,,"1,000425411",85.0,85.0,,19.06.2020,12,0,https://www.ostprignitz-ruppin.de/,85,85,0
Potsdam,Kreisfreie Stadt,12054,645,0%,645,,https://www.potsdam.de/taegliche-corona-updates, 646,23/06/2020 09:30, 646,505.0, 80,4.0,,50.0,24.06.2020,https://www.potsdam.de/taegliche-corona-updates-potsdam,Tatogga, 1,,,"3,4",0,,570.0,642,50.0,626,570,,,,,,,"0,858535658",505.0,570.0,50.0,23/06/2020,12,1,https://www.potsdam.de/taegliche-corona-updates-potsdam,639,640,1
Potsdam-Mittelmark,Landkreis,12069,560,0%,560,,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1, 561,23/06/2020 00:00, 561,503.0, 74,1.0,,42.0,24/06/2020,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,Tatogga, 1,,,"0,5",0,,503.0,559,42.0,561,518,2762.0,,,,,,"0,971042471",503.0,503.0,42.0,23/06/2020,12,1,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,559,559,0
